10    1.21441e-01   6.24391e-03   1.33500e-06   2.06901e+01
22    1.21987e-01   6.15275e-03   1.15414e-06  -4.11461e+00
45    1.22232e-01   6.09160e-03   1.27001e-06  -1.34891e+01
120   1.22526e-01   6.05745e-03   1.49632e-06  -3.93900e+00
300   1.22976e-01   6.00024e-03   2.31065e-06   3.33485e+00
800   1.23374e-01   5.93677e-03   3.69958e-06   3.30613e+00
